Node Number	X Location (m)	Y Location (m)	Z Location (m)	Total Deformation (m)
12582	2.4	0.43805	2.2051e-002	0.137
12583	2.55	0.42554	2.2648e-002	0.15162
12584	2.7013	0.41292	2.325e-002	0.16698
12585	2.85	0.40051	2.3842e-002	0.18221
12586	0.15	0.62274	-8.9031e-003	1.5052e-003
12587	0.3	0.61023	-8.3061e-003	4.3018e-003
12588	0.45	0.59771	-7.7092e-003	7.3313e-003
12589	0.6	0.5852	-7.1122e-003	1.202e-002
12590	0.75	0.57269	-6.5153e-003	1.6943e-002
12591	0.9	0.56018	-5.9184e-003	2.3616e-002
12592	1.05	0.54766	-5.3214e-003	3.0611e-002
12593	1.2	0.53515	-4.7245e-003	3.923e-002
12594	1.35	0.52264	-4.1275e-003	4.8395e-002
12595	1.5	0.51013	-3.5306e-003	5.8754e-002
12596	1.65	0.49761	-2.9337e-003	7.0028e-002
12597	1.8	0.4851	-2.3367e-003	8.1958e-002
12598	1.95	0.47259	-1.7398e-003	9.4929e-002
12599	2.1	0.46008	-1.1428e-003	0.10833
12600	2.25	0.44756	-5.4589e-004	0.12244
12601	2.4	0.43505	5.1052e-005	0.13697
12602	2.55	0.42254	6.4799e-004	0.15158
12603	2.7004	0.40999	1.2467e-003	0.16685
12604	2.85	0.39751	1.8419e-003	0.18217
12605	0.15	0.62274	1.0097e-002	1.5048e-003
12606	0.3	0.61023	1.0694e-002	4.3059e-003
12607	0.45	0.59771	1.1291e-002	7.3322e-003
12608	0.6	0.5852	1.1888e-002	1.2022e-002
12609	0.75	0.57269	1.2485e-002	1.6945e-002
12610	0.9	0.56018	1.3082e-002	2.3618e-002
12611	1.05	0.54766	1.3679e-002	3.0613e-002
12612	1.2	0.53515	1.4276e-002	3.9233e-002
12613	1.35	0.52264	1.4872e-002	4.84e-002
12614	1.5	0.51013	1.5469e-002	5.8758e-002
12615	1.65	0.49761	1.6066e-002	7.0033e-002
12616	1.8	0.4851	1.6663e-002	8.1961e-002
12617	1.95	0.47259	1.726e-002	9.4932e-002
12618	2.1	0.46008	1.7857e-002	0.10833
12619	2.25	0.44756	1.8454e-002	0.12244
12620	2.4	0.43505	1.9051e-002	0.13697
12621	2.55	0.42254	1.9648e-002	0.15158
12622	2.7	0.41003	2.0245e-002	0.16681
12623	2.85	0.39751	2.0842e-002	0.18217
12624	0.15	0.60374	-8.9031e-003	1.5422e-003
12625	0.3	0.59123	-8.3061e-003	4.35e-003
12626	0.45	0.57871	-7.7092e-003	7.375e-003
12627	0.6	0.5662	-7.1122e-003	1.206e-002
12628	0.75	0.55369	-6.5153e-003	1.6978e-002
12629	0.9	0.54118	-5.9184e-003	2.3643e-002
12630	1.05	0.52866	-5.3214e-003	3.0619e-002
12631	1.2	0.51615	-4.7245e-003	3.9231e-002
12632	1.35	0.50364	-4.1275e-003	4.8364e-002
12633	1.5	0.49113	-3.5306e-003	5.8717e-002
12634	1.65	0.47861	-2.9337e-003	6.9965e-002
12635	1.8	0.4661	-2.3367e-003	8.1877e-002
12636	1.95	0.45359	-1.7398e-003	9.4824e-002
12637	2.1	0.44108	-1.1428e-003	0.1082
12638	2.25	0.42856	-5.4589e-004	0.12229
12639	2.4	0.41605	5.1052e-005	0.13679
12640	2.55	0.40354	6.4799e-004	0.15138
12641	2.7028	0.3908	1.2559e-003	0.16687
12642	2.8151	0.38142	1.7031e-003	0.17838
12643	0.15	0.60374	1.0097e-002	1.5426e-003
12644	0.3	0.59123	1.0694e-002	4.3525e-003
12645	0.45	0.57871	1.1291e-002	7.3756e-003
12646	0.6	0.5662	1.1888e-002	1.2062e-002
12647	0.75	0.55369	1.2485e-002	1.6979e-002
12648	0.9	0.54118	1.3082e-002	2.3645e-002
12649	1.05	0.52866	1.3679e-002	3.062e-002
12650	1.2	0.51615	1.4276e-002	3.9233e-002
12651	1.35	0.50364	1.4872e-002	4.8369e-002
12652	1.5	0.49113	1.5469e-002	5.872e-002
12653	1.65	0.47861	1.6066e-002	6.9968e-002
12654	1.8	0.4661	1.6663e-002	8.188e-002
12655	1.95	0.45359	1.726e-002	9.4826e-002
12656	2.1	0.44108	1.7857e-002	0.1082
12657	2.25	0.42856	1.8454e-002	0.12229
12658	2.4	0.41605	1.9051e-002	0.1368
12659	2.55	0.40354	1.9648e-002	0.15138
12660	2.7	0.39102	2.0245e-002	0.16659
12661	2.85	0.37851	2.0842e-002	0.18191
12662	3.	0.38159	-5.6119e-004	0.19723
12663	3.	0.36959	-5.6119e-004	0.19704
12664	0.	0.63525	1.25e-002	0.
12665	0.	0.61625	1.25e-002	0.
12666	0.	0.61625	-1.25e-002	0.
12667	0.	0.63525	-1.25e-002	0.
12668	0.	0.61325	0.	0.
12669	0.	0.61325	6.25e-003	0.
12670	0.	0.61325	-6.25e-003	0.
12671	0.	0.63825	0.	0.
12672	0.	0.63825	-6.25e-003	0.
12673	0.	0.63825	6.25e-003	0.
12674	0.	0.62575	9.5e-003	0.
12675	0.	0.61625	0.	0.
12676	0.	0.62575	-9.5e-003	0.
12677	0.	0.63525	0.	0.
12678	7.5e-002	0.63199	-1.2202e-002	4.1949e-004
12679	3.75e-002	0.63512	-1.2351e-002	1.1293e-004
12680	0.225	0.61948	-1.1605e-002	2.9228e-003
12681	0.375	0.60697	-1.1008e-002	5.5065e-003
12682	0.525	0.59446	-1.0411e-002	9.5965e-003
12683	0.675	0.58194	-9.8138e-003	1.4299e-002
12684	0.825	0.56943	-9.2168e-003	2.0138e-002
12685	0.975	0.55692	-8.6199e-003	2.7097e-002
12686	1.125	0.54441	-8.0229e-003	3.473e-002
12687	1.275	0.53189	-7.426e-003	4.3859e-002
12688	1.425	0.51938	-6.8291e-003	5.3358e-002
12689	1.575	0.50687	-6.2321e-003	6.4388e-002
12690	1.725	0.49436	-5.6352e-003	7.5796e-002
12691	1.875	0.48184	-5.0382e-003	8.8403e-002
12692	2.025	0.46933	-4.4413e-003	0.10154
12693	2.175	0.45682	-3.8444e-003	0.11535
12694	2.325	0.44431	-3.2474e-003	0.12969
12695	2.475	0.43179	-2.6505e-003	0.14429
12696	2.625	0.41928	-2.0535e-003	0.15909
12697	7.5e-002	0.60699	-1.2202e-002	4.4522e-004
12698	3.75e-002	0.61012	-1.2351e-002	1.2348e-004
12699	0.225	0.59448	-1.1605e-002	2.9833e-003
12700	0.375	0.58197	-1.1008e-002	5.5521e-003
12701	0.525	0.56946	-1.0411e-002	9.6558e-003
12702	0.675	0.55694	-9.8138e-003	1.4337e-002
12703	0.825	0.54443	-9.2168e-003	2.0183e-002
12704	0.975	0.53192	-8.6199e-003	2.7119e-002
12705	1.125	0.51941	-8.0229e-003	3.474e-002
12706	1.275	0.50689	-7.426e-003	4.3845e-002
12707	1.425	0.49438	-6.8291e-003	5.3318e-002
12708	1.575	0.48187	-6.2321e-003	6.4325e-002
12709	1.725	0.46936	-5.6352e-003	7.5701e-002
12710	1.875	0.45684	-5.0382e-003	8.8282e-002
12711	2.025	0.44433	-4.4413e-003	0.10138
12712	2.175	0.43182	-3.8444e-003	0.11517
12713	2.325	0.41931	-3.2474e-003	0.12947
12714	2.475	0.40679	-2.6505e-003	0.14404
12715	2.625	0.39428	-2.0535e-003	0.15881
12716	7.5e-002	0.60699	1.2798e-002	4.4716e-004
12717	3.75e-002	0.61012	1.2649e-002	1.2598e-004
12718	0.225	0.59448	1.3395e-002	2.9824e-003
12719	0.375	0.58197	1.3992e-002	5.5543e-003
12720	0.525	0.56946	1.4589e-002	9.6575e-003
12721	0.675	0.55694	1.5186e-002	1.4339e-002
12722	0.825	0.54443	1.5783e-002	2.0186e-002
12723	0.975	0.53192	1.638e-002	2.7123e-002
12724	1.125	0.51941	1.6977e-002	3.4743e-002
12725	1.275	0.50689	1.7574e-002	4.3848e-002
12726	1.425	0.49438	1.8171e-002	5.3321e-002
12727	1.575	0.48187	1.8768e-002	6.4328e-002
12728	1.725	0.46936	1.9365e-002	7.5704e-002
12729	1.875	0.45684	1.9962e-002	8.8286e-002
12730	2.025	0.44433	2.0559e-002	0.10138
12731	2.175	0.43182	2.1156e-002	0.11517
12732	2.325	0.41931	2.1753e-002	0.12947
12733	2.475	0.40679	2.235e-002	0.14405
12734	2.625	0.39428	2.2946e-002	0.15881
12735	7.5e-002	0.63199	1.2798e-002	4.1657e-004
12736	3.75e-002	0.63512	1.2649e-002	1.0952e-004
12737	0.225	0.61948	1.3395e-002	2.9236e-003
12738	0.375	0.60697	1.3992e-002	5.5095e-003
12739	0.525	0.59446	1.4589e-002	9.5984e-003
12740	0.675	0.58194	1.5186e-002	1.4301e-002
12741	0.825	0.56943	1.5783e-002	2.0142e-002
12742	0.975	0.55692	1.638e-002	2.7103e-002
12743	1.125	0.54441	1.6977e-002	3.4734e-002
12744	1.275	0.53189	1.7574e-002	4.3863e-002
12745	1.425	0.51938	1.8171e-002	5.3363e-002
12746	1.575	0.50687	1.8768e-002	6.4393e-002
12747	1.725	0.49436	1.9365e-002	7.5801e-002
12748	1.875	0.48184	1.9962e-002	8.8408e-002
12749	2.025	0.46933	2.0559e-002	0.10154
12750	2.175	0.45682	2.1156e-002	0.11536
12751	2.325	0.44431	2.1753e-002	0.12969
12752	2.475	0.43179	2.235e-002	0.1443
12753	2.625	0.41928	2.2946e-002	0.15909
12754	7.5e-002	0.62899	-9.2015e-003	4.1342e-004
12755	3.75e-002	0.63212	-9.3508e-003	1.0517e-004
12756	0.225	0.61648	-8.6046e-003	2.9258e-003
12757	0.375	0.60397	-8.0076e-003	5.5102e-003
12758	0.525	0.59146	-7.4107e-003	9.6005e-003
12759	0.675	0.57894	-6.8138e-003	1.4301e-002
12760	0.825	0.56643	-6.2168e-003	2.0141e-002
12761	0.975	0.55392	-5.6199e-003	2.7098e-002
12762	1.125	0.54141	-5.0229e-003	3.4729e-002
12763	1.275	0.52889	-4.426e-003	4.3855e-002
12764	1.425	0.51638	-3.8291e-003	5.3351e-002
12765	1.575	0.50387	-3.2321e-003	6.4379e-002
12766	1.725	0.49136	-2.6352e-003	7.5783e-002
12767	1.875	0.47884	-2.0382e-003	8.8386e-002
12768	2.025	0.46633	-1.4413e-003	0.10152
12769	2.175	0.45382	-8.4436e-004	0.11533
12770	2.325	0.44131	-2.4742e-004	0.12966
12771	2.475	0.42879	3.4952e-004	0.14426
12772	2.625	0.41628	9.4646e-004	0.15905
12773	7.5e-002	0.62899	9.7985e-003	4.115e-004
12774	3.75e-002	0.63212	9.6492e-003	1.0283e-004
12775	0.225	0.61648	1.0395e-002	2.9266e-003
12776	0.375	0.60397	1.0992e-002	5.5116e-003
12777	0.525	0.59146	1.1589e-002	9.6019e-003
12778	0.675	0.57894	1.2186e-002	1.4303e-002
12779	0.825	0.56643	1.2783e-002	2.0143e-002
12780	0.975	0.55392	1.338e-002	2.7103e-002
12781	1.125	0.54141	1.3977e-002	3.4732e-002
12782	1.275	0.52889	1.4574e-002	4.3858e-002
12783	1.425	0.51638	1.5171e-002	5.3354e-002
12784	1.575	0.50387	1.5768e-002	6.4382e-002
12785	1.725	0.49136	1.6365e-002	7.5786e-002
12786	1.875	0.47884	1.6962e-002	8.839e-002
12787	2.025	0.46633	1.7559e-002	0.10152
12788	2.175	0.45382	1.8156e-002	0.11533
12789	2.325	0.44131	1.8753e-002	0.12966
12790	2.475	0.42879	1.935e-002	0.14426
12791	2.625	0.41628	1.9946e-002	0.15905
12792	7.5e-002	0.60999	-9.2015e-003	4.3349e-004
12793	3.75e-002	0.61312	-9.3508e-003	1.1363e-004
12794	0.225	0.59748	-8.6046e-003	2.9716e-003
12795	0.375	0.58497	-8.0076e-003	5.5447e-003
12796	0.525	0.57246	-7.4107e-003	9.6455e-003
12797	0.675	0.55994	-6.8138e-003	1.4329e-002
12798	0.825	0.54743	-6.2168e-003	2.0175e-002
12799	0.975	0.53492	-5.6199e-003	2.7115e-002
12800	1.125	0.52241	-5.0229e-003	3.4736e-002
12801	1.275	0.50989	-4.426e-003	4.3845e-002
12802	1.425	0.49738	-3.8291e-003	5.332e-002
12803	1.575	0.48487	-3.2321e-003	6.433e-002
12804	1.725	0.47236	-2.6352e-003	7.571e-002
12805	1.875	0.45984	-2.0382e-003	8.8294e-002
12806	2.025	0.44733	-1.4413e-003	0.1014
12807	2.175	0.43482	-8.4436e-004	0.11519
12808	2.325	0.42231	-2.4742e-004	0.12949
12809	2.475	0.40979	3.4952e-004	0.14407
12810	2.625	0.39728	9.4646e-004	0.15885
12811	7.5e-002	0.60999	9.7985e-003	4.3442e-004
12812	3.75e-002	0.61312	9.6492e-003	1.1493e-004
12813	0.225	0.59748	1.0395e-002	2.9715e-003
12814	0.375	0.58497	1.0992e-002	5.5455e-003
12815	0.525	0.57246	1.1589e-002	9.6468e-003
12816	0.675	0.55994	1.2186e-002	1.4331e-002
12817	0.825	0.54743	1.2783e-002	2.0177e-002
12818	0.975	0.53492	1.338e-002	2.7118e-002
12819	1.125	0.52241	1.3977e-002	3.4738e-002
12820	1.275	0.50989	1.4574e-002	4.3847e-002
12821	1.425	0.49738	1.5171e-002	5.3323e-002
12822	1.575	0.48487	1.5768e-002	6.4333e-002
12823	1.725	0.47236	1.6365e-002	7.5712e-002
12824	1.875	0.45984	1.6962e-002	8.8297e-002
12825	2.025	0.44733	1.7559e-002	0.1014
12826	2.175	0.43482	1.8156e-002	0.11519
12827	2.325	0.42231	1.8753e-002	0.1295
12828	2.475	0.40979	1.935e-002	0.14407
12829	2.625	0.39728	1.9946e-002	0.15885
12830	3.	0.3755	-5.6119e-004	0.19713
12831	0.	0.62575	1.25e-002	0.
12832	0.	0.62575	-1.25e-002	0.
12833	0.1125	0.62887	-1.2052e-002	8.9851e-004
12834	1.875e-002	0.63669	-1.2425e-002	3.4189e-005
12835	9.375e-003	0.63747	-1.2463e-002	6.332e-006
12836	5.625e-002	0.63356	-1.2276e-002	2.4187e-004
12837	0.1875	0.62261	-1.1754e-002	2.1964e-003
12838	0.2625	0.61635	-1.1455e-002	3.6391e-003
12839	0.3375	0.6101	-1.1157e-002	4.8637e-003
12840	0.4125	0.60384	-1.0858e-002	6.3422e-003
12841	0.4875	0.59758	-1.056e-002	8.4247e-003
12842	0.5625	0.59133	-1.0261e-002	1.0806e-002
12843	0.6375	0.58507	-9.963e-003	1.3189e-002
12844	0.7125	0.57882	-9.6645e-003	1.5531e-002
12845	0.7875	0.57256	-9.3661e-003	1.8487e-002
12846	0.8625	0.5663	-9.0676e-003	2.1858e-002
12847	0.9375	0.56005	-8.7691e-003	2.5372e-002
12848	1.0125	0.55379	-8.4706e-003	2.8785e-002
12849	1.0875	0.54753	-8.1722e-003	3.2606e-002
12850	1.1625	0.54128	-7.8737e-003	3.695e-002
12851	1.2375	0.53502	-7.5752e-003	4.1546e-002
12852	1.3125	0.52877	-7.2768e-003	4.614e-002
12853	1.3875	0.52251	-6.9783e-003	5.0808e-002
12854	1.4625	0.51625	-6.6798e-003	5.6019e-002
12855	1.5375	0.51	-6.3814e-003	6.1561e-002
12856	1.6125	0.50374	-6.0829e-003	6.7222e-002
12857	1.6875	0.49749	-5.7844e-003	7.2859e-002
12858	1.7625	0.49123	-5.4859e-003	7.8842e-002
12859	1.8375	0.48497	-5.1875e-003	8.5166e-002
12860	1.9125	0.47872	-4.889e-003	9.1668e-002
12861	1.9875	0.47246	-4.5905e-003	9.8233e-002
12862	2.0625	0.4662	-4.2921e-003	0.10492
12863	2.1375	0.45995	-3.9936e-003	0.11184
12864	2.2125	0.45369	-3.6951e-003	0.1189
12865	2.2875	0.44744	-3.3967e-003	0.12606
12866	2.3625	0.44118	-3.0982e-003	0.13335
12867	2.4375	0.43492	-2.7997e-003	0.14065
12868	2.5125	0.42867	-2.5012e-003	0.14794
12869	2.5875	0.42241	-2.2028e-003	0.15532
12870	2.6625	0.41615	-1.9043e-003	0.16295
12871	0.1125	0.60387	-1.2052e-002	9.3688e-004
12872	1.875e-002	0.61169	-1.2425e-002	3.6957e-005
12873	9.375e-003	0.61247	-1.2463e-002	8.3589e-006
12874	5.625e-002	0.60856	-1.2276e-002	2.6028e-004
12875	0.1875	0.59761	-1.1754e-002	2.2522e-003
12876	0.2625	0.59135	-1.1455e-002	3.7017e-003
12877	0.3375	0.5851	-1.1157e-002	4.9051e-003
12878	0.4125	0.57884	-1.0858e-002	6.3958e-003
12879	0.4875	0.57258	-1.056e-002	8.4841e-003
12880	0.5625	0.56633	-1.0261e-002	1.0863e-002
12881	0.6375	0.56007	-9.963e-003	1.3237e-002
12882	0.7125	0.55382	-9.6645e-003	1.5574e-002
12883	0.7875	0.54756	-9.3661e-003	1.8534e-002
12884	0.8625	0.5413	-9.0676e-003	2.19e-002
12885	0.9375	0.53505	-8.7691e-003	2.5401e-002
12886	1.0125	0.52879	-8.4706e-003	2.8792e-002
12887	1.0875	0.52253	-8.1722e-003	3.2618e-002
12888	1.1625	0.51628	-7.8737e-003	3.6957e-002
12889	1.2375	0.51002	-7.5752e-003	4.154e-002
12890	1.3125	0.50377	-7.2768e-003	4.6116e-002
12891	1.3875	0.49751	-6.9783e-003	5.077e-002
12892	1.4625	0.49125	-6.6798e-003	5.5975e-002
12893	1.5375	0.485	-6.3814e-003	6.1505e-002
12894	1.6125	0.47874	-6.0829e-003	6.715e-002
12895	1.6875	0.47249	-5.7844e-003	7.2765e-002
12896	1.7625	0.46623	-5.4859e-003	7.8743e-002
12897	1.8375	0.45997	-5.1875e-003	8.5053e-002
12898	1.9125	0.45372	-4.889e-003	9.1538e-002
12899	1.9875	0.44746	-4.5905e-003	9.8082e-002
12900	2.0625	0.4412	-4.2921e-003	0.10475
12901	2.1375	0.43495	-3.9936e-003	0.11166
12902	2.2125	0.42869	-3.6951e-003	0.1187
12903	2.2875	0.42244	-3.3967e-003	0.12585
12904	2.3625	0.41618	-3.0982e-003	0.13312
12905	2.4375	0.40992	-2.7997e-003	0.14041
12906	2.5125	0.40367	-2.5012e-003	0.14769
12907	2.5875	0.39741	-2.2028e-003	0.15505
12908	2.6653	0.39092	-1.8931e-003	0.16295
12909	0.1125	0.60387	1.2948e-002	9.381e-004
12910	1.875e-002	0.61169	1.2575e-002	3.838e-005
12911	9.375e-003	0.61247	1.2537e-002	7.3648e-006
12912	5.625e-002	0.60856	1.2724e-002	2.6275e-004
12913	0.1875	0.59761	1.3246e-002	2.2521e-003
12914	0.2625	0.59135	1.3545e-002	3.6995e-003
12915	0.3375	0.5851	1.3843e-002	4.9075e-003
12916	0.4125	0.57884	1.4142e-002	6.3967e-003
12917	0.4875	0.57258	1.444e-002	8.4856e-003
12918	0.5625	0.56633	1.4739e-002	1.0865e-002
12919	0.6375	0.56007	1.5037e-002	1.3241e-002
12920	0.7125	0.55382	1.5335e-002	1.5576e-002
12921	0.7875	0.54756	1.5634e-002	1.8536e-002
12922	0.8625	0.5413	1.5932e-002	2.1902e-002
12923	0.9375	0.53505	1.6231e-002	2.5403e-002
12924	1.0125	0.52879	1.6529e-002	2.8795e-002
12925	1.0875	0.52253	1.6828e-002	3.262e-002
12926	1.1625	0.51628	1.7126e-002	3.696e-002
12927	1.2375	0.51002	1.7425e-002	4.1543e-002
12928	1.3125	0.50377	1.7723e-002	4.6123e-002
12929	1.3875	0.49751	1.8022e-002	5.0773e-002
12930	1.4625	0.49125	1.832e-002	5.5979e-002
12931	1.5375	0.485	1.8619e-002	6.1509e-002
12932	1.6125	0.47874	1.8917e-002	6.7153e-002
12933	1.6875	0.47249	1.9216e-002	7.2769e-002
12934	1.7625	0.46623	1.9514e-002	7.8746e-002
12935	1.8375	0.45997	1.9813e-002	8.5057e-002
12936	1.9125	0.45372	2.0111e-002	9.1542e-002
12937	1.9875	0.44746	2.0409e-002	9.8085e-002
12938	2.0625	0.4412	2.0708e-002	0.10476
12939	2.1375	0.43495	2.1006e-002	0.11166
12940	2.2125	0.42869	2.1305e-002	0.1187
12941	2.2875	0.42244	2.1603e-002	0.12585
12942	2.3625	0.41618	2.1902e-002	0.13312
12943	2.4375	0.40992	2.22e-002	0.14041
12944	2.5125	0.40367	2.2499e-002	0.14769
12945	2.5875	0.39741	2.2797e-002	0.15505
12946	2.6749	0.39012	2.3145e-002	0.16395
12947	0.1125	0.62887	1.2948e-002	8.9656e-004
12948	1.875e-002	0.63669	1.2575e-002	3.1812e-005
12949	9.375e-003	0.63747	1.2537e-002	6.6352e-006
12950	5.625e-002	0.63356	1.2724e-002	2.3865e-004
12951	0.1875	0.62261	1.3246e-002	2.1965e-003
12952	0.2625	0.61635	1.3545e-002	3.6403e-003
12953	0.3375	0.6101	1.3843e-002	4.8658e-003
12954	0.4125	0.60384	1.4142e-002	6.3437e-003
12955	0.4875	0.59758	1.444e-002	8.4265e-003
12956	0.5625	0.59133	1.4739e-002	1.0808e-002
12957	0.6375	0.58507	1.5037e-002	1.3193e-002
12958	0.7125	0.57882	1.5335e-002	1.5534e-002
12959	0.7875	0.57256	1.5634e-002	1.8491e-002
12960	0.8625	0.5663	1.5932e-002	2.1862e-002
12961	0.9375	0.56005	1.6231e-002	2.5375e-002
12962	1.0125	0.55379	1.6529e-002	2.8789e-002
12963	1.0875	0.54753	1.6828e-002	3.261e-002
12964	1.1625	0.54128	1.7126e-002	3.6954e-002
12965	1.2375	0.53502	1.7425e-002	4.155e-002
12966	1.3125	0.52877	1.7723e-002	4.6147e-002
12967	1.3875	0.52251	1.8022e-002	5.0813e-002
12968	1.4625	0.51625	1.832e-002	5.6024e-002
12969	1.5375	0.51	1.8619e-002	6.1565e-002
12970	1.6125	0.50374	1.8917e-002	6.7227e-002
12971	1.6875	0.49749	1.9216e-002	7.2865e-002
12972	1.7625	0.49123	1.9514e-002	7.8847e-002
12973	1.8375	0.48497	1.9813e-002	8.5171e-002
12974	1.9125	0.47872	2.0111e-002	9.1673e-002
12975	1.9875	0.47246	2.0409e-002	9.8238e-002
12976	2.0625	0.4662	2.0708e-002	0.10492
12977	2.1375	0.45995	2.1006e-002	0.11184
12978	2.2125	0.45369	2.1305e-002	0.1189
12979	2.2875	0.44744	2.1603e-002	0.12606
12980	2.3625	0.44118	2.1902e-002	0.13335
12981	2.4375	0.43492	2.22e-002	0.14065
12982	2.5125	0.42867	2.2499e-002	0.14795
12983	2.5875	0.42241	2.2797e-002	0.15532
12984	2.6562	0.41668	2.3071e-002	0.16229
12985	0.1125	0.62587	-9.0523e-003	8.9506e-004
12986	1.875e-002	0.63369	-9.4254e-003	2.743e-005
12987	5.625e-002	0.63056	-9.2761e-003	2.3467e-004
12988	0.1875	0.61961	-8.7538e-003	2.1977e-003
12989	0.2625	0.61335	-8.4554e-003	3.6433e-003
12990	0.3375	0.6071	-8.1569e-003	4.8682e-003
12991	0.4125	0.60084	-7.8584e-003	6.3462e-003
12992	0.4875	0.59458	-7.5599e-003	8.4286e-003
12993	0.5625	0.58833	-7.2615e-003	1.081e-002
12994	0.6375	0.58207	-6.963e-003	1.3193e-002
12995	0.7125	0.57582	-6.6645e-003	1.5534e-002
12996	0.7875	0.56956	-6.3661e-003	1.849e-002
12997	0.8625	0.5633	-6.0676e-003	2.1861e-002
12998	0.9375	0.55705	-5.7691e-003	2.5373e-002
12999	1.0125	0.55079	-5.4707e-003	2.8783e-002
13000	1.0875	0.54453	-5.1722e-003	3.2605e-002
13001	1.1625	0.53828	-4.8737e-003	3.6948e-002
13002	1.2375	0.53202	-4.5752e-003	4.1543e-002
13003	1.3125	0.52577	-4.2768e-003	4.6136e-002
13004	1.3875	0.51951	-3.9783e-003	5.0802e-002
13005	1.4625	0.51325	-3.6798e-003	5.6012e-002
13006	1.5375	0.507	-3.3814e-003	6.1552e-002
13007	1.6125	0.50074	-3.0829e-003	6.7211e-002
13008	1.6875	0.49449	-2.7844e-003	7.2845e-002
13009	1.7625	0.48823	-2.4859e-003	7.8828e-002
13010	1.8375	0.48197	-2.1875e-003	8.515e-002
13011	1.9125	0.47572	-1.889e-003	9.165e-002
13012	1.9875	0.46946	-1.5905e-003	9.8213e-002
13013	2.0625	0.4632	-1.2921e-003	0.1049
13014	2.1375	0.45695	-9.9359e-004	0.11181
13015	2.2125	0.45069	-6.9512e-004	0.11887
13016	2.2875	0.44444	-3.9665e-004	0.12603
13017	2.3625	0.43818	-9.8184e-005	0.13332
13018	2.4375	0.43192	2.0029e-004	0.14062
13019	2.5125	0.42567	4.9876e-004	0.14791
13020	2.5875	0.41941	7.9723e-004	0.15529
13021	2.6625	0.41315	1.0957e-003	0.16291
13022	0.1125	0.62587	9.9477e-003	8.9382e-004
13023	1.875e-002	0.63369	9.5746e-003	2.6046e-005
13024	5.625e-002	0.63056	9.7239e-003	2.3257e-004
13025	0.1875	0.61961	1.0246e-002	2.1978e-003
13026	0.2625	0.61335	1.0545e-002	3.6448e-003
13027	0.3375	0.6071	1.0843e-002	4.8696e-003
13028	0.4125	0.60084	1.1142e-002	6.3466e-003
13029	0.4875	0.59458	1.144e-002	8.4298e-003
13030	0.5625	0.58833	1.1739e-002	1.0811e-002
13031	0.6375	0.58207	1.2037e-002	1.3197e-002
13032	0.7125	0.57582	1.2335e-002	1.5535e-002
13033	0.7875	0.56956	1.2634e-002	1.8492e-002
13034	0.8625	0.5633	1.2932e-002	2.1863e-002
13035	0.9375	0.55705	1.3231e-002	2.5375e-002
13036	1.0125	0.55079	1.3529e-002	2.8787e-002
13037	1.0875	0.54453	1.3828e-002	3.2607e-002
13038	1.1625	0.53828	1.4126e-002	3.6951e-002
13039	1.2375	0.53202	1.4425e-002	4.1545e-002
13040	1.3125	0.52577	1.4723e-002	4.6141e-002
13041	1.3875	0.51951	1.5022e-002	5.0805e-002
13042	1.4625	0.51325	1.532e-002	5.6015e-002
13043	1.5375	0.507	1.5619e-002	6.1555e-002
13044	1.6125	0.50074	1.5917e-002	6.7214e-002
13045	1.6875	0.49449	1.6216e-002	7.285e-002
13046	1.7625	0.48823	1.6514e-002	7.8832e-002
13047	1.8375	0.48197	1.6813e-002	8.5154e-002
13048	1.9125	0.47572	1.7111e-002	9.1654e-002
13049	1.9875	0.46946	1.7409e-002	9.8217e-002
13050	2.0625	0.4632	1.7708e-002	0.1049
13051	2.1375	0.45695	1.8006e-002	0.11181
13052	2.2125	0.45069	1.8305e-002	0.11887
13053	2.2875	0.44444	1.8603e-002	0.12603
13054	2.3625	0.43818	1.8902e-002	0.13332
13055	2.4375	0.43192	1.92e-002	0.14062
13056	2.5125	0.42567	1.9499e-002	0.14791
13057	2.5875	0.41941	1.9797e-002	0.15529
13058	2.6625	0.41315	2.0096e-002	0.16291
13059	0.1125	0.60687	-9.0523e-003	9.2458e-004
13060	1.875e-002	0.61469	-9.4254e-003	2.9337e-005
13061	5.625e-002	0.61156	-9.2761e-003	2.4929e-004
13062	0.1875	0.60061	-8.7538e-003	2.2401e-003
13063	0.2625	0.59435	-8.4554e-003	3.6905e-003
13064	0.3375	0.5881	-8.1569e-003	4.898e-003
13065	0.4125	0.58184	-7.8584e-003	6.3868e-003
13066	0.4875	0.57558	-7.5599e-003	8.4737e-003
13067	0.5625	0.56933	-7.2615e-003	1.0853e-002
13068	0.6375	0.56307	-6.963e-003	1.323e-002
13069	0.7125	0.55682	-6.6645e-003	1.5566e-002
13070	0.7875	0.55056	-6.3661e-003	1.8525e-002
13071	0.8625	0.5443	-6.0676e-003	2.1892e-002
13072	0.9375	0.53805	-5.7691e-003	2.5395e-002
13073	1.0125	0.53179	-5.4707e-003	2.8789e-002
13074	1.0875	0.52553	-5.1722e-003	3.2614e-002
13075	1.1625	0.51928	-4.8737e-003	3.6953e-002
13076	1.2375	0.51302	-4.5752e-003	4.1538e-002
13077	1.3125	0.50677	-4.2768e-003	4.6118e-002
13078	1.3875	0.50051	-3.9783e-003	5.0772e-002
13079	1.4625	0.49425	-3.6798e-003	5.5978e-002
